dataset,Trust,Trust_IDN,TrustZ,TrustZ_IDN,TrustNZ,TrustNZ_IDN,SR,price,BTT,speed,NBQ
smmpromo_A.txt,0.8157894736842105,0.6888888888888889,0.9210526315789473,0.8666666666666667,0.75,0.6,0.6666666666666666,0.077,0.0,1.0,0.0
followers.txt,0.5660377358490566,0.4918032786885246,0.5849056603773585,0.5081967213114754,0.5686274509803921,0.4915254237288136,0.03278688524590164,1.0,1.0,1.0,2.0
Prtut_B.txt,0.8780487804878049,0.782608695652174,0.9512195121951219,0.9130434782608695,0.8823529411764706,0.7894736842105263,0.5869565217391305,0.1,0.0,1.0,0.0
Sprintersmm_B.txt,0.7317073170731707,0.6382978723404256,0.7560975609756098,0.6808510638297872,0.6875,0.5945945945945946,0.2127659574468085,0.13,0.0,0.0,0.0
Youliker_A.txt,0.6428571428571429,0.5625,0.7142857142857143,0.6666666666666666,0.5862068965517241,0.5151515151515151,0.3125,0.15,0.0,0.0,0.0
Socelin_A.txt,0.6129032258064516,0.5,0.6774193548387096,0.6578947368421053,0.3333333333333333,0.2777777777777778,0.5,0.15,0.0,0.0,1.0
Socelin_B.txt,0.46875,0.40540540540540543,0.59375,0.5675675675675675,0.2777777777777778,0.23809523809523808,0.43243243243243246,1.15,0.0,0.0,2.0
Sprintersmm_A.txt,0.7714285714285715,0.7105263157894737,0.8,0.7631578947368421,0.6666666666666666,0.6086956521739131,0.39473684210526316,0.1,0.0,0.0,0.0
smmyt_A.txt,0.8421052631578947,0.6808510638297872,0.8421052631578947,0.851063829787234,0.5384615384615384,0.5,0.7021276595744681,0.15,0.0,0.0,0.0
PRmotion_A.txt,0.8235294117647058,0.717948717948718,0.9705882352941176,0.9743589743589743,0.75,0.75,0.8974358974358975,0.14,0.0,0.0,0.0
OLENI_LOW.txt,0.8666666666666667,0.7222222222222222,0.9,0.8333333333333334,0.6666666666666666,0.5,0.6666666666666666,0.09,0.0,1.0,0.0
Smoservice_E.txt,0.8253968253968254,0.7428571428571429,0.8888888888888888,0.8285714285714286,0.78125,0.6756756756756757,0.4714285714285714,0.34,0.0,0.0,0.0
tmsmm _A.txt,0.3103448275862069,0.2727272727272727,0.5517241379310345,0.48484848484848486,0.3157894736842105,0.2608695652173913,0.30303030303030304,0.15,0.0,0.0,0.0
MARSHRUTKA_LOW.txt,0.6896551724137931,0.625,0.7931034482758621,0.78125,0.5,0.46153846153846156,0.59375,0.15,1.0,2.0,2.0
smmpromo_C.txt,0.6619718309859155,0.6025641025641025,0.676056338028169,0.6282051282051282,0.6349206349206349,0.5797101449275363,0.11538461538461539,0.132,0.0,2.0,0.0
Mrpopular_F.txt,0.6301369863013698,0.5822784810126582,0.7534246575342466,0.7341772151898734,0.6170212765957447,0.58,0.3670886075949367,1.98,0.0,2.0,2.0
Mrpopular_E.txt,0.6623376623376623,0.6071428571428571,0.7662337662337663,0.75,0.6470588235294118,0.6111111111111112,0.35714285714285715,1.08,0.0,2.0,2.0
Mrpopular_D.txt,0.6547619047619048,0.6179775280898876,0.75,0.7303370786516854,0.6181818181818182,0.5862068965517241,0.34831460674157305,0.36,0.0,2.0,2.0
Hideflow_A.txt,0.8181818181818182,0.75,0.8863636363636364,0.875,0.7368421052631579,0.7,0.5833333333333334,0.35,0.0,0.0,2.0
Smoservice_D.txt,0.76,0.6666666666666666,0.8,0.7894736842105263,0.5454545454545454,0.5217391304347826,0.5789473684210527,0.44,0.0,0.0,1.0
PARIK_HIGH.txt,0.6590909090909091,0.58,0.7272727272727273,0.72,0.5384615384615384,0.5,0.44,0.224,0.0,1.0,1.0
Cashbox.txt,0.4827586206896552,0.4117647058823529,0.4827586206896552,0.4117647058823529,0.4642857142857143,0.3939393939393939,0.029411764705882353,0.13,0.0,2.0,0.0
social_bots.txt,0.37735849056603776,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.37254901960784315,0.3275862068965517,0.0,1.0,1.0,1.0,2.0
Ohta_Month.txt,0.35714285714285715,0.3225806451612903,0.3225806451612903,0.3225806451612903,0.35185185185185186,0.31666666666666665,0.0,1.0,1.0,1.0,2.0
Z1Y1X1_A.txt,0.4838709677419355,0.42857142857142855,0.6451612903225806,0.6,0.45,0.391304347826087,0.34285714285714286,0.035,0.0,0.0,0.0
Mrpopular_C.txt,0.78,0.65,0.94,0.9,0.6666666666666666,0.5,0.8,0.18,0.0,1.0,0.0
PARIK_MID.txt,0.6521739130434783,0.6122448979591837,0.7391304347826086,0.7142857142857143,0.5555555555555556,0.5172413793103449,0.3877551020408163,0.168,0.0,1.0,0.0
PARIK_LOW.txt,0.6590909090909091,0.6041666666666666,0.7272727272727273,0.7291666666666666,0.5862068965517241,0.5666666666666667,0.375,0.112,0.0,1.0,0.0
Godlikes.txt,0.8,0.6857142857142857,0.9666666666666667,0.9714285714285714,0.5,0.5,0.9142857142857143,0.39,0.0,0.0,1.0
PRmotion_B.txt,0.7096774193548387,0.6285714285714286,0.7096774193548387,0.6571428571428571,0.5714285714285714,0.5,0.3142857142857143,0.19,0.0,2.0,0.0
smmyt_B.txt,0.6818181818181818,0.5769230769230769,0.8181818181818182,0.8461538461538461,0.4666666666666667,0.4666666666666667,0.7115384615384616,0.29,0.0,0.0,1.0
smmyt_C.txt,0.9259259259259259,0.78125,1.0,1.0,1.0,1.0,1.0,0.56,0.0,2.0,2.0
Mary_El_report_22_07.txt,0.3125,0.2777777777777778,0.65625,0.6944444444444444,0.3125,0.3125,0.5555555555555556,1.0,1.0,1.0,2.0
smmyt_E.txt,0.475,0.4222222222222222,0.55,0.4888888888888889,0.4375,0.3783783783783784,0.17777777777777778,1.39,0.0,1.0,2.0
smmOG_A.txt,0.6,0.5714285714285714,0.6,0.5714285714285714,0.5789473684210527,0.55,0.047619047619047616,0.34,0.0,2.0,1.0
smmyt_D.txt,0.5166666666666667,0.47692307692307695,0.5833333333333334,0.5538461538461539,0.5192307692307693,0.48214285714285715,0.13846153846153847,0.84,0.0,1.0,2.0
Prtut_A.txt,0.8372093023255814,0.75,0.8372093023255814,0.8125,0.72,0.6666666666666666,0.4375,0.06,0.0,1.0,0.0
Mrpopular_A.txt,0.7741935483870968,0.6153846153846154,0.9354838709677419,0.8717948717948718,0.6666666666666666,0.4444444444444444,0.7692307692307693,0.07,0.0,0.0,0.0
Z1Y1X1_B.txt,0.8113207547169812,0.7049180327868853,0.8490566037735849,0.7704918032786885,0.42857142857142855,0.3,0.6721311475409836,0.09,0.0,0.0,0.0
tmsmm _B.txt,0.6041666666666666,0.5370370370370371,0.625,0.5740740740740741,0.5714285714285714,0.5217391304347826,0.12962962962962962,0.16,0.0,2.0,0.0
Mary_El_report_11_08_21.txt,0.6,0.5625,0.6666666666666666,0.625,0.6,0.5555555555555556,0.15625,1.0,1.0,2.0,2.0
smmpromo_B.txt,0.8214285714285714,0.7419354838709677,0.8928571428571429,0.8709677419354839,0.5714285714285714,0.5,0.7096774193548387,0.131,0.0,0.0,0.0
prostospec.txt,0.8055555555555556,0.7073170731707317,0.9166666666666666,0.926829268292683,0.25,0.25,0.9024390243902439,0.21,0.0,1.0,2.0
